IkäLk,Sää,Kk,Tunti,UusiOnLk
2,2,7,15,27
1,1,6,17,27
4,1,9,9,27
2,2,9,21,27
1,2,8,22,27
4,1,6,21,27
6,1,5,11,27
3,2,4,14,27
2,2,7,19,27
3,1,6,14,27
5,2,10,14,27
6,4,10,16,27
5,1,7,16,27
4,2,11,16,27
2,1,10,11,27
1,4,10,15,27
1,2,8,1,27
1,1,7,22,27
5,1,9,13,27
4,5,12,11,27
4,1,4,15,27
2,2,10,19,27
1,4,5,16,27
1,2,9,15,27
1,1,2,14,27
2,1,7,15,27
1,2,6,18,27
1,4,8,15,27
1,2,9,21,27
3,5,2,9,27
1,1,5,12,27
3,1,9,20,27
7,2,11,11,27
1,1,3,10,27
1,1,8,15,27
1,2,6,21,27
1,2,10,24,27
4,1,4,16,27
1,1,8,14,27
2,2,11,20,27
1,1,8,15,27
5,2,10,20,27
4,1,10,17,27
3,2,5,9,27
2,2,12,22,27
5,4,12,19,27
1,1,9,15,27
4,4,11,3,27
1,1,10,10,27
1,2,6,23,27
5,1,6,15,27
6,2,6,8,27
4,2,3,16,27
1,1,8,22,27
1,1,6,13,27
3,2,10,15,27
1,2,8,19,27
1,4,9,8,27
3,2,1,9,27
1,1,8,20,27
3,2,6,12,27
6,2,7,19,27
5,2,4,9,27
5,1,10,16,27
5,4,9,24,27
5,1,6,11,27
1,1,9,14,27
4,2,6,12,27
5,1,9,11,27
3,2,7,8,27
4,1,12,10,27
1,2,8,12,27
3,1,7,16,27
3,1,7,20,27
4,1,7,16,27
1,2,9,8,27
1,1,6,20,27
1,2,9,9,27
1,4,5,10,27
1,2,9,16,27
1,2,11,15,27
1,1,7,22,27
2,3,10,8,27
4,2,9,18,27
5,4,7,23,27
6,4,11,16,27
3,1,8,2,27
1,1,9,16,27
1,1,8,20,27
4,1,7,14,27
1,1,3,19,27
1,1,10,12,27
5,1,4,8,27
2,1,8,19,27
3,1,11,14,27
6,2,8,15,27
1,1,6,10,27
1,2,10,11,27
2,2,7,16,27
3,4,8,16,27
1,2,8,21,27
1,1,5,10,27
4,2,6,15,27
2,1,7,21,27
4,1,7,16,27
1,2,9,18,27
2,1,9,19,27
3,2,8,15,27
1,4,9,9,27
4,2,8,14,27
1,1,6,16,27
1,1,9,16,27
4,4,10,8,27
1,2,8,16,27
5,1,4,9,27
4,1,5,12,27
1,4,11,19,27
4,2,8,14,27
5,4,7,19,27
2,2,12,24,27
7,1,9,16,27
1,4,10,8,27
4,1,5,19,27
4,2,9,8,27
5,2,9,8,27
1,1,8,10,27
3,2,9,8,27
1,1,10,16,27
1,1,6,14,27
4,2,3,10,27
1,1,5,20,27
2,2,10,19,27
1,2,7,16,27
1,2,5,14,27
4,1,6,17,27
5,1,5,17,27
1,2,8,2,27
6,1,6,13,27
2,1,3,15,27
2,1,4,21,27
3,2,10,8,27
4,2,8,7,27
4,1,7,22,27
4,1,5,16,27
1,1,6,10,27
1,1,5,16,27
1,2,5,15,27
6,1,7,14,27
3,1,5,20,27
1,1,4,16,27
5,1,8,9,27
5,2,7,18,27
3,1,8,14,27
2,1,7,16,27
6,1,8,18,27
2,2,7,17,27
5,3,11,8,27
1,4,8,21,27
5,2,7,8,27
4,2,11,18,27
1,2,9,23,27
1,4,12,24,27
1,1,11,17,27
4,1,3,18,27
2,2,9,22,27
7,5,1,15,27
5,4,8,15,27
4,1,5,16,27
5,2,6,18,27
1,2,12,16,27
5,1,5,10,27
6,1,7,13,27
5,1,9,18,27
1,2,9,15,27
4,1,2,15,27
6,2,10,15,27
1,2,9,16,27
1,1,8,22,27
2,2,8,22,27
3,1,6,16,27
6,1,9,13,27
5,2,11,10,27
3,4,11,18,27
1,1,6,21,27
6,1,6,17,27
1,1,4,18,27
1,2,12,12,27
1,1,9,22,27
1,1,7,17,27
3,1,6,12,27
2,2,11,17,27
1,1,4,13,27
1,1,4,10,27
1,2,10,8,27
1,2,4,18,27
1,1,5,19,27
4,4,9,14,27
1,1,8,19,27
6,2,12,9,27
1,2,3,21,27
1,1,5,20,27
5,2,5,18,27
5,1,9,8,27
2,2,6,14,27
5,1,9,12,27
1,2,6,18,27
3,2,3,18,27
1,1,8,18,27
6,1,8,9,27
4,2,8,8,27
1,1,6,15,27
7,2,11,16,27
3,1,5,18,27
3,1,11,13,27
4,1,7,16,27
4,1,6,14,27
3,1,10,12,27
2,1,5,16,27
1,1,6,20,27
3,1,7,16,27
3,1,8,19,27
1,1,3,9,27
1,1,6,20,27
1,2,11,13,27
5,1,5,9,27
1,2,8,21,27
3,2,6,20,27
4,4,11,11,27
6,2,10,11,27
4,1,6,14,27
1,2,1,2,27
5,2,9,21,27
4,2,9,17,27
1,1,7,22,27
3,1,8,18,27
1,1,5,21,27
2,1,7,19,27
4,1,9,19,27
3,1,5,11,27
5,1,8,19,27
1,1,8,20,27
2,1,7,17,27
2,1,5,15,27
5,1,8,8,27
3,1,6,16,27
1,2,1,8,27
4,2,11,20,27
1,1,4,20,27
4,1,5,19,27
2,2,8,15,27
1,2,10,24,27
3,2,10,8,27
4,2,5,13,27
2,2,8,21,27
1,1,8,19,27
2,2,8,22,27
3,4,10,8,27
1,2,9,21,27
1,4,9,24,27
6,1,5,16,27
1,2,8,20,27
5,2,9,15,27
1,1,7,20,27
1,1,8,16,27
5,1,10,14,27
6,1,10,13,27
1,1,9,15,27
2,1,7,13,27
2,2,5,2,27
6,2,7,13,27
4,1,6,20,27
5,1,10,17,27
6,1,8,18,27
3,1,8,14,27
5,2,9,17,27
4,1,8,18,27
4,2,11,15,27
2,1,7,15,27
3,2,9,7,27
3,2,11,8,27
1,1,4,17,27
4,4,9,14,27
5,1,6,18,27
2,1,7,15,27
1,2,8,21,27
4,2,7,10,27
6,2,5,10,27
4,1,8,13,27
1,1,8,8,27
1,2,7,18,27
4,2,7,17,27
4,1,8,20,27
1,2,9,18,27
1,2,2,14,27
5,4,9,15,27
1,1,8,16,27
1,2,5,1,27
1,2,7,19,27
2,1,3,17,27
4,2,4,10,27
6,1,5,18,27
5,2,5,19,27
5,1,10,13,27
2,1,11,13,27
5,2,10,16,27
4,1,8,15,27
4,2,11,15,27
5,1,4,12,27
4,1,10,18,27
3,2,10,13,27
7,1,5,9,27
3,1,7,18,27
1,2,6,21,27
6,1,7,16,27
1,2,10,19,27
5,2,9,18,27
1,2,12,11,27
4,1,5,8,27
2,2,9,15,27
1,1,5,22,27
1,1,10,15,27
1,4,9,20,27
5,1,9,16,27
2,2,5,18,27
5,1,7,15,27
5,4,6,10,27
2,1,8,14,27
5,2,8,15,27
2,2,7,19,27
6,1,7,19,27
2,2,6,17,27
4,1,5,18,27
4,1,8,9,27
5,4,12,22,27
4,1,7,1,27
4,4,11,19,27
4,2,4,14,27
5,1,6,7,27
3,1,2,19,27
4,2,2,9,27
3,2,1,9,27
5,2,11,19,27
6,1,9,13,27
4,1,4,12,27
4,1,4,15,27
1,2,9,9,27
5,2,11,17,27
1,2,7,2,27
1,2,10,18,27
5,1,7,11,27
6,2,11,16,27
2,1,9,15,27
1,2,9,15,27
1,4,9,15,27
3,1,8,11,27
3,4,10,8,27
1,1,6,19,27
5,2,11,12,27
7,1,4,14,27
2,1,11,17,27
1,1,5,9,27
1,1,9,16,27
2,2,4,16,27
6,1,5,14,27
4,2,4,14,27
2,2,9,17,27
4,5,11,17,27
1,2,9,17,27
3,1,9,8,27
4,1,10,16,27
2,2,8,20,27
2,1,7,13,27
4,5,12,9,27
5,2,12,12,27
1,1,5,12,27
1,2,4,16,27
3,1,4,8,27
2,1,3,19,27
4,2,8,18,27
6,2,3,10,27
4,2,7,12,27
1,1,6,15,27
4,1,4,19,27
3,1,7,20,27
1,2,11,18,27
5,2,6,13,27
6,1,8,10,27
4,1,8,15,27
5,1,5,18,27
6,1,12,12,27
4,4,5,13,27
2,2,1,15,27
4,1,8,10,27
3,4,8,8,27
1,2,9,20,27
1,1,5,21,27
2,1,8,13,27
4,1,7,18,27
1,1,9,17,27
1,1,7,24,27
4,2,3,21,27
3,2,6,17,27
2,2,10,13,27
1,1,5,17,27
5,2,5,20,27
4,1,10,21,27
4,1,8,11,27
3,2,9,20,27
1,1,10,8,27
1,1,6,19,27
1,5,1,19,27
1,1,8,10,27
1,2,9,18,27
2,2,12,16,27
1,2,11,15,27
1,4,9,16,27
1,2,10,15,27
3,2,5,8,27
3,1,6,14,27
2,2,4,20,27
2,2,9,20,27
2,2,12,14,27
1,1,5,8,27
3,1,5,14,27
5,1,8,17,27
4,1,3,12,27
1,1,6,21,27
1,1,6,19,27
2,2,5,9,27
1,4,8,10,27
1,1,7,22,27
1,2,7,16,27
6,2,8,10,27
1,2,7,13,27
5,1,5,12,27
4,2,4,18,27
3,1,6,17,27
4,1,7,19,27
1,2,9,16,27
1,2,6,18,27
1,1,7,22,27
1,1,8,20,27
2,1,5,20,27
1,2,10,20,27
3,1,7,17,27
2,1,7,8,27
4,2,9,18,27
1,2,6,22,27
1,1,5,18,27
5,2,9,8,27
2,2,8,15,27
6,1,3,14,27
6,1,9,18,27
3,2,8,9,27
4,4,5,18,27
2,1,5,19,27
5,1,6,16,27
4,2,2,12,27
1,1,9,22,27
1,1,7,19,27
5,2,10,11,27
1,1,10,12,27
5,1,5,14,27
2,1,3,17,27
6,1,5,16,27
1,1,7,20,27
5,1,6,11,27
2,2,8,11,27
1,2,8,17,27
1,1,6,17,27
4,1,8,8,27
1,1,7,16,27
7,1,9,14,27
4,2,6,17,27
1,1,5,18,27
1,2,11,21,27
6,2,2,17,27
1,1,9,19,27
1,1,6,17,27
3,2,1,18,27
1,1,8,17,27
5,1,5,20,27
4,2,5,20,27
1,2,8,16,27
5,1,9,17,27
1,1,5,21,27
3,2,7,21,27
2,1,5,20,27
5,1,7,15,27
4,1,4,8,27
1,2,8,16,27
6,2,9,14,27
5,4,6,17,27
2,1,5,16,27
6,1,4,7,27
3,2,10,13,27
4,2,4,12,27
1,2,10,24,27
1,2,2,20,27
1,5,3,15,27
2,1,10,8,27
4,1,7,13,27
4,1,5,8,27
2,2,4,12,27
6,1,8,15,27
5,2,4,16,27
5,2,9,17,27
4,2,11,14,27
6,1,6,15,27
1,2,8,20,27
4,1,8,15,27
1,2,9,21,27
1,1,8,21,27
6,4,10,19,27
5,1,5,14,27
1,1,9,12,27
1,2,5,16,27
1,2,10,20,27
2,1,7,18,27
6,4,7,10,27
5,1,9,9,27
3,2,8,21,27
6,1,3,17,27
2,2,8,20,27
4,1,7,21,27
2,2,3,18,27
1,1,5,15,27
4,1,3,9,27
1,2,5,12,27
1,1,7,16,27
2,1,10,10,27
4,2,9,8,27
4,1,8,1,27
1,2,11,9,27
5,2,9,6,27
1,2,5,22,27
1,2,10,18,27
2,1,4,18,27
2,1,7,18,27
3,2,5,15,27
1,1,12,13,27
2,1,10,14,27
2,1,8,10,27
3,4,10,9,27
4,2,11,8,27
4,1,7,21,27
5,1,8,11,27
4,1,6,17,27
2,2,5,9,27
1,2,9,22,27
3,2,8,9,27
3,1,9,8,27
1,2,8,17,27
6,1,7,15,27
1,1,3,16,27
5,1,5,14,27
1,1,10,20,27
1,1,8,18,27
2,2,12,15,27
2,1,7,17,27
3,1,7,18,27
1,1,8,12,27
3,1,6,20,27
6,1,7,9,27
3,2,6,16,27
2,1,6,8,27
4,1,6,18,27
2,1,7,8,27
2,1,8,15,27
7,1,8,18,27
1,2,11,14,27
4,1,8,18,27
5,1,8,7,27
1,4,6,20,27
3,1,7,18,27
1,1,8,15,27
2,2,9,20,27
4,1,10,17,27
1,1,8,21,27
1,2,8,19,27
4,2,5,14,27
5,2,7,16,27
5,1,4,11,27
5,1,4,18,27
4,1,8,20,27
4,2,8,8,27
1,4,11,12,27
4,2,8,15,27
2,2,3,15,27
1,1,4,8,27
5,1,6,20,27
2,2,9,18,27
1,2,8,22,27
5,4,11,16,27
1,1,10,19,27
3,1,5,14,27
4,4,11,9,27
3,4,9,14,27
1,2,9,11,27
2,2,10,19,27
5,4,6,17,27
1,1,9,9,27
3,1,3,8,27
2,4,10,7,27
6,1,7,14,27
1,1,5,12,27
1,1,6,20,27
6,1,10,17,27
1,4,11,20,27
2,1,6,21,27
4,1,4,17,27
1,2,6,21,27
4,1,9,17,27
4,1,9,17,27
2,1,10,18,27
1,4,5,17,27
1,1,6,20,27
1,1,6,18,27
2,1,8,17,27
3,4,5,17,27
1,1,7,20,27
6,4,10,9,27
4,1,4,8,27
3,2,9,17,27
5,1,8,17,27
1,1,7,16,27
1,1,6,18,27
1,1,7,16,27
3,1,11,18,27
5,1,6,12,27
1,1,6,1,27
7,1,9,11,27
5,2,7,18,27
4,3,11,9,27
1,1,8,13,27
2,2,8,17,27
3,1,5,15,27
5,1,11,19,27
2,1,4,17,27
1,2,10,8,27
5,1,9,8,27
5,1,7,16,27
5,2,3,17,27
1,2,8,19,27
1,1,7,15,27
1,4,6,16,27
6,1,10,9,27
1,1,5,16,27
2,1,7,15,27
3,1,6,18,27
1,2,9,21,27
1,2,9,21,27
6,4,10,19,27
4,1,4,9,27
5,2,11,17,27
4,1,7,19,27
1,1,5,19,27
6,1,6,12,27
2,1,8,19,27
1,2,2,12,27
1,2,5,9,27
1,1,10,15,27
4,1,8,16,27
6,2,11,8,27
5,1,8,19,27
6,1,6,13,27
1,1,5,14,27
2,2,12,16,27
1,1,9,18,27
5,1,8,14,27
1,1,8,18,27
2,1,6,17,27
6,2,9,18,27
2,2,5,20,27
1,2,1,18,27
1,2,9,9,27
5,1,5,9,27
1,1,4,14,27
4,2,9,8,27
1,1,7,23,27
4,2,5,12,27
1,6,11,18,27
1,2,3,17,27
5,1,12,13,27
2,4,10,23,27
1,1,5,15,27
4,1,6,18,27
1,1,8,19,27
6,1,2,14,27
6,1,10,10,27
1,2,6,17,27
4,2,7,15,27
5,2,11,15,27
3,1,6,18,27
2,1,6,15,27
6,4,6,13,27
4,2,7,17,27
2,1,7,22,27
2,1,9,15,27
1,1,5,20,27
5,2,6,20,27
3,2,3,8,27
1,1,7,18,27
1,1,7,15,27
4,1,7,16,27
1,1,4,23,27
5,4,9,17,27
1,1,7,19,27
3,2,8,21,27
1,1,8,21,27
1,2,8,21,27
3,2,4,14,27
3,1,12,15,27
4,1,5,16,27
5,4,12,9,27
3,1,9,8,27
1,1,5,20,27
2,1,5,9,27
3,2,11,9,27
1,1,8,18,27
4,5,11,21,27
1,2,11,9,27
4,4,1,9,27
1,1,8,17,27
1,2,12,8,27
3,4,6,15,27
1,2,12,18,27
5,1,6,17,27
2,1,10,17,27
4,4,11,7,27
1,1,7,18,27
1,1,7,16,27
2,2,8,10,27
4,2,5,17,27
1,2,10,14,27
4,1,8,8,27
2,2,8,13,27
4,2,9,8,27
1,4,6,21,27
3,1,4,19,27
4,1,6,12,27
4,2,9,8,27
5,1,8,11,27
5,2,12,17,27
1,1,8,20,27
3,1,5,15,27
5,2,10,20,27
1,1,5,19,27
3,2,10,9,27
6,4,6,12,27
1,1,4,12,27
2,1,7,18,27
3,5,12,16,27
1,2,4,24,27
3,1,5,13,27
4,1,4,16,27
1,2,11,20,27
2,1,8,20,27
6,1,11,16,27
1,1,6,21,27
1,2,6,22,27
2,1,8,16,27
3,1,6,18,27
4,1,10,19,27
4,1,8,14,27
4,2,8,16,27
4,1,6,13,27
1,1,8,22,27
4,1,7,19,27
2,2,6,7,27
1,2,7,23,27
3,2,11,19,27
2,1,7,13,27
6,1,5,16,27
2,2,9,16,27
1,1,5,16,27
6,1,6,17,27
1,1,8,17,27
5,1,3,10,27
2,2,12,14,27
2,4,12,9,27
3,2,9,15,27
1,2,8,22,27
3,2,3,12,27
1,1,1,5,27
3,2,8,20,27
5,2,1,16,27
3,2,9,14,27
1,1,10,2,27
1,1,4,15,27
1,2,10,20,27
5,1,4,13,27
5,2,9,17,27
4,2,8,21,27
4,1,7,7,27
5,1,7,19,27
2,2,12,20,27
5,2,3,13,27
1,2,10,8,27
1,1,5,22,27
4,1,8,11,27
1,1,6,20,27
2,5,1,17,27
3,1,9,7,27
1,1,7,15,27
5,5,12,8,27
4,1,9,8,27
6,1,6,12,27
2,4,8,14,27
1,1,4,15,27
2,4,9,17,27
1,1,6,17,27
6,1,9,10,27
1,4,9,19,27
1,1,5,17,27
3,1,10,15,27
4,1,6,9,27
2,2,6,21,27
4,1,12,15,27
5,1,6,20,27
5,2,10,17,27
5,1,8,18,27
5,4,10,9,27
1,1,6,18,27
3,1,7,15,27
5,2,8,21,27
5,2,5,20,27
5,4,12,15,27
4,1,6,11,27
1,1,5,12,27
3,1,8,17,27
2,1,9,18,27
1,2,7,22,27
5,1,6,20,27
2,2,8,15,27
2,4,10,9,27
1,2,11,21,27
3,1,6,24,27
3,1,7,12,27
4,1,3,17,27
3,1,10,22,27
1,1,8,17,27
1,1,5,17,27
6,2,6,14,27
4,2,9,15,27
1,1,6,13,27
3,4,10,21,27
1,2,7,14,27
1,1,8,17,27
2,1,4,10,27
1,1,6,20,27
4,2,11,15,27
1,1,8,10,27
1,1,5,10,27
1,2,7,14,27
1,1,9,14,27
5,2,6,16,27
5,2,9,12,27
3,3,11,17,27
5,4,1,17,27
2,2,11,22,27
5,2,7,9,27
1,2,3,8,27
1,2,8,23,27
6,4,10,21,27
1,2,10,21,27
3,1,9,16,27
1,2,6,15,27
4,1,8,18,27
2,1,7,17,27
2,1,7,19,27
2,2,5,2,27
2,5,12,16,27
4,1,9,19,27
3,2,10,12,27
5,1,8,9,27
1,1,9,17,27
2,1,1,15,27
2,2,12,7,27
1,1,8,18,27
5,2,7,18,27
4,1,10,15,27
6,1,11,10,27
6,2,8,22,27
1,1,5,15,27
1,1,6,19,27
2,1,7,7,27
5,1,7,20,27
5,2,1,11,27
1,1,10,15,27
1,4,4,21,27
5,1,7,13,27
5,1,6,18,27
1,2,9,19,27
6,2,4,13,27
4,1,10,10,27
5,1,7,13,27
2,1,9,16,27
3,1,11,16,27
2,4,11,20,27
5,4,9,16,27
1,1,7,18,27
1,1,4,16,27
1,2,8,16,27
1,2,8,22,27
3,2,6,15,27
2,1,6,21,27
1,2,5,24,27
1,2,9,17,27
1,4,7,16,27
2,2,8,9,27
2,2,9,16,27
6,2,11,19,27
5,1,7,11,27
2,4,11,20,27
6,2,5,11,27
1,1,8,9,27
2,4,11,18,27
4,1,9,19,27
5,1,7,17,27
2,1,9,21,27
4,2,3,16,27
3,2,8,8,27
2,1,4,9,27
1,2,5,17,27
2,4,5,18,27
2,1,6,17,27
1,5,11,12,27
1,2,6,19,27
6,4,12,11,27
3,1,4,15,27
3,1,7,12,27
6,1,7,15,27
4,1,10,10,27
3,2,10,20,27
6,1,8,18,27
2,2,4,18,27
5,1,9,10,27
5,2,9,16,27
1,1,10,10,27
4,2,9,8,27
1,2,8,11,27
5,1,6,18,27
1,4,10,1,27
1,1,5,16,27
1,1,9,9,27
2,1,3,13,27
1,1,6,16,27
4,1,10,13,27
1,2,9,18,27
2,2,8,8,27
6,1,7,19,27
4,1,5,9,27
1,1,6,13,27
3,1,5,10,27
1,1,9,16,27
1,4,11,17,27
1,1,6,20,27
1,2,6,8,27
2,4,12,21,27
2,1,6,21,27
5,4,8,15,27
4,1,7,14,27
3,1,6,17,27
4,1,8,18,27
6,1,4,12,27
6,2,8,15,27
5,1,11,20,27
3,1,5,18,27
1,1,4,15,27
6,1,7,14,27
3,1,6,24,27
2,1,8,8,27
3,1,9,17,27
1,4,6,18,27
2,2,8,16,27
1,2,5,17,27
4,1,6,19,27
2,4,4,7,27
1,1,6,11,27
3,1,5,15,27
5,5,1,18,27
2,4,4,9,27
6,1,6,7,27
1,2,11,17,27
3,2,9,16,27
4,1,6,18,27
1,2,7,13,27
2,1,12,19,27
6,1,7,14,27
2,1,6,16,27
5,2,6,16,27
2,2,6,18,27
6,1,5,9,27
3,2,7,17,27
1,1,9,17,27
1,1,4,19,27
5,1,6,19,27
2,1,6,17,27
1,1,4,16,27
1,1,6,18,27
1,2,10,22,27
2,1,9,10,27
1,2,9,19,27
7,4,6,19,27
5,1,7,12,27
5,1,6,10,27
2,4,11,17,27
5,4,8,14,27
1,1,5,13,27
5,2,7,23,27
2,1,7,22,27
4,1,7,11,27
3,2,11,8,27
2,1,5,13,27
6,2,11,15,27
5,5,1,17,27
6,2,6,17,27
1,2,9,17,27
2,1,6,23,27
1,2,9,8,27
1,1,5,18,27
4,4,10,8,27
5,1,6,17,27
1,1,6,14,27
1,1,5,20,27
1,1,8,21,27
5,1,10,16,27
2,1,6,17,27
3,2,6,22,27
1,1,6,14,27
1,1,9,15,27
2,1,7,16,27
1,1,9,8,27
1,1,8,19,27
1,2,5,2,27
1,1,10,16,27
1,3,10,8,27
4,2,5,8,27
1,2,6,18,27
5,1,6,16,27
1,4,7,22,27
4,2,8,11,27
3,1,6,16,27
1,1,1,15,27
4,5,1,17,27
2,1,9,14,27
3,1,1,11,27
5,2,2,15,27
2,1,6,17,27
2,1,7,23,27
6,1,9,16,27
6,2,5,14,27
3,1,4,11,27
1,2,9,20,27
4,2,8,10,27
4,1,3,13,27
1,2,12,9,27
2,1,8,22,27
3,1,1,19,27
4,1,9,17,27
2,2,6,17,27
5,1,9,18,27
1,2,11,16,27
4,2,8,18,27
4,1,7,16,27
4,2,9,15,27
1,2,4,17,27
4,1,8,1,27
1,1,7,22,27
1,2,4,13,27
3,2,7,14,27
4,1,8,2,27
2,1,8,20,27
1,2,5,21,27
1,2,7,24,27
3,1,7,10,27
3,1,8,19,27
4,4,10,21,27
1,1,6,18,27
1,1,6,13,27
1,2,10,8,27
4,1,9,19,27
2,2,9,21,27
3,1,10,16,27
1,2,9,13,27
1,2,5,9,27
5,1,10,13,27
4,1,5,9,27
1,1,8,16,27
3,2,9,18,27
1,1,8,22,27
3,1,10,18,27
1,2,6,15,27
2,1,7,20,27
4,1,5,13,27
3,1,7,21,27
3,2,9,20,27
4,2,3,19,27
2,1,8,15,27
5,4,9,15,27
2,1,6,12,27
3,5,2,20,27
4,1,8,13,27
1,2,9,15,27
1,1,8,14,27
5,1,5,17,27
6,2,10,14,27
2,1,7,13,27
1,1,10,15,27
6,1,7,9,27
1,1,6,10,27
5,1,7,18,27
2,1,7,21,27
2,2,12,22,27
6,1,9,13,27
5,1,11,15,27
4,2,9,19,27
4,4,11,18,27
3,1,4,19,27
1,4,10,13,27
1,1,2,18,27
6,1,8,13,27
1,1,9,22,27
2,2,9,8,27
1,1,8,19,27
3,2,9,8,27
5,1,11,18,27
2,4,5,21,27
1,1,8,17,27
4,4,9,22,27
5,1,6,14,27
1,4,11,20,27
2,2,6,14,27
2,2,6,20,27
5,2,11,15,27
1,1,3,9,27
1,1,5,17,27
4,1,5,13,27
4,1,9,21,27
2,1,11,10,27
1,6,3,15,27
1,1,8,15,27
5,1,3,10,27
3,1,5,18,27
4,2,9,16,27
2,1,10,22,27
1,2,10,15,27
1,1,8,15,27
5,4,10,19,27
6,1,10,7,27
1,1,8,12,27
2,1,6,16,27
2,2,9,9,27
6,2,7,16,27
2,1,5,24,27
1,1,8,4,27
6,1,6,11,27
5,2,6,16,27
3,2,12,6,27
1,1,7,17,27
1,1,8,18,27
2,1,4,18,27
1,1,4,6,27
1,4,9,23,27
1,2,10,14,27
5,1,7,9,27
5,4,11,20,27
6,4,11,15,27
1,1,11,15,27
7,1,5,14,27
3,1,4,24,27
4,2,10,15,27
1,2,8,21,27
5,2,6,16,27
2,1,8,19,27
2,1,8,14,27
1,2,10,19,27
6,2,6,15,27
2,1,5,16,27
4,1,12,16,27
4,2,9,14,27
5,1,4,15,27
3,1,8,24,27
1,2,8,14,27
4,1,4,9,27
4,4,10,8,27
3,4,10,16,27
4,2,6,20,27
1,2,6,12,27
1,1,10,13,27
4,2,11,8,27
4,1,9,11,27
2,4,11,21,27
2,2,11,9,27
5,1,2,11,27
1,2,9,18,27
5,2,10,21,27
1,2,11,19,27
2,1,2,12,27
2,1,5,11,27
4,2,8,15,27
1,4,9,15,27
1,1,7,21,27
1,1,6,16,27
3,4,10,20,27
6,2,10,10,27
1,5,1,18,27
2,2,9,10,27
5,1,5,4,27
1,1,7,16,27
2,2,6,21,27
1,2,8,9,27
1,1,5,16,27
4,1,7,22,27
2,2,4,14,27
2,1,9,15,27
1,1,6,8,27
2,1,9,15,27
2,4,7,14,27
1,1,8,10,27
3,1,7,16,27
1,1,6,17,27
6,1,8,15,27
5,1,12,15,27
1,4,10,17,27
4,1,3,7,27
4,2,5,16,27
3,1,10,13,27
5,2,10,16,27
5,2,5,14,27
1,1,5,18,27
2,2,8,15,27
3,2,10,8,27
4,1,5,16,27
6,1,7,14,27
2,2,1,7,27
1,4,8,15,27
6,2,1,8,27
1,2,10,20,27
5,1,9,13,27
4,1,5,8,27
1,2,4,22,27
6,1,4,9,27
1,2,8,17,27
1,1,8,13,27
1,1,6,16,27
2,1,10,22,27
2,1,4,16,27
5,2,11,10,27
1,1,8,18,27
1,1,12,9,27
2,1,1,11,27
1,1,9,8,27
5,1,1,8,27
1,1,2,11,27
4,2,8,21,27
1,2,10,15,27
2,2,9,21,27
1,1,6,17,27
1,2,5,13,27
2,2,11,13,27
2,1,1,17,27
5,1,9,12,27
1,1,9,16,27
5,1,4,15,27
1,1,3,16,27
5,2,10,18,27
1,1,5,19,27
3,2,4,17,27
3,2,2,23,27
1,2,9,16,27
3,4,9,21,27
1,1,8,15,27
2,1,5,16,27
2,1,9,20,27
2,2,6,20,27
2,1,5,6,27
1,1,11,15,27
1,1,7,22,27
1,2,7,24,27
3,1,10,8,27
2,1,5,4,27
6,2,9,16,27
1,1,8,13,27
4,2,8,14,27
4,2,7,21,27
5,2,9,14,27
2,2,9,20,27
1,4,11,18,27
4,1,6,16,27
5,1,6,9,27
1,1,7,14,27
1,2,4,14,27
4,1,5,15,27
2,1,7,11,27
1,1,8,19,27
4,1,7,17,27
1,1,4,17,27
6,1,8,18,27
1,2,10,13,27
4,1,8,16,27
3,1,5,14,27
2,1,8,15,27
5,1,9,16,27
3,2,8,16,27
3,1,8,17,27
1,2,7,19,27
4,2,11,13,27
2,2,9,18,27
1,1,2,7,27
2,1,6,16,27
1,1,8,15,27
1,1,8,14,27
5,1,7,13,27
6,2,2,13,27
3,2,8,24,27
1,2,7,15,27
4,1,9,15,27
2,2,9,9,27
1,2,8,10,27
1,2,6,18,27
3,2,10,21,27
5,2,11,13,27
1,1,6,19,27
1,1,8,16,27
1,1,4,15,27
1,1,5,18,27
1,4,10,8,27
1,1,10,17,27
4,2,11,21,27
4,1,6,16,27
4,4,5,15,27
5,2,8,18,27
4,2,10,21,27
5,1,7,18,27
4,1,9,16,27
3,2,6,17,27
5,2,9,19,27
1,1,6,13,27
4,2,11,8,27
2,2,5,20,27
6,4,5,20,27
3,4,12,22,27
3,1,7,11,27
1,2,10,15,27
2,2,6,19,27
1,1,9,18,27
1,1,7,17,27
1,1,4,10,27
2,2,8,23,27
1,1,5,15,27
2,2,9,16,27
1,1,6,21,27
1,1,10,17,27
4,2,5,19,27
2,1,6,17,27
4,1,8,10,27
1,1,7,17,27
1,2,6,17,27
1,1,5,21,27
4,2,2,14,27
5,2,6,21,27
1,2,11,16,27
5,1,9,9,27
1,1,6,6,27
1,1,6,19,27
1,4,6,24,27
4,1,7,16,27
1,2,10,18,27
4,1,6,13,27
1,2,10,16,27
4,1,8,16,27
2,1,9,8,27
4,1,7,18,27
3,2,10,19,27
1,1,4,20,27
4,1,6,20,27
4,1,9,20,27
1,2,10,14,27
1,2,11,15,27
1,2,6,18,27
5,1,9,15,27
4,1,8,8,27
2,1,11,16,27
1,1,5,15,27
6,2,8,9,27
3,1,5,11,27
1,2,6,17,27
1,2,8,17,27
6,2,1,12,27
4,1,6,20,27
1,1,7,20,27
4,1,6,10,27
1,1,7,13,27
5,2,5,15,27
1,1,8,20,27
